Id,Saleprice
1461,121627.73366765601
1462,144194.10820806224
1463,140214.66841112243
1464,145318.23082438335
1465,165135.26215882538
1466,142445.16115250098
1467,122795.89068210464
1468,138293.60382731335
1469,153419.63189851286
1470,107879.59340127249
1471,166767.86663788513
1472,107060.86266471316
1473,107016.23397273452
1474,143199.9830825262
1475,108037.99951650538
1476,233259.04219305833
1477,184567.29257074592
1478,201137.6117823852
1479,200108.61784239233
1480,320509.82582204154
1481,211542.43219330726
1482,168776.93572925896
1483,129293.04228155574
1484,135499.02655572776
1485,124593.55872415568
1486,145431.98384375207
1487,243055.5677522849
1488,197987.76176591803
1489,140859.63651925753
1490,149242.18265763318
1491,147253.48997378143
1492,108253.63587215373
1493,192374.9608118126
1494,222224.2606283278
1495,219340.18304999327
1496,158777.80085920074
1497,141290.5944243274
1498,117490.69920825108
1499,117704.30483066473
1500,112242.90739765715
1501,125118.19874905919
1502,109779.4632688391
1503,187231.76937853498
1504,172967.40181078474
1505,167810.2745177486
1506,181431.30988612998
1507,189371.98909567346
1508,166635.12827835768
1509,139393.17148357994
1510,139223.10184389312
1511,136282.4630820233
1512,148507.65197060493
1513,154094.68435709047
1514,173249.21659889442
1515,227740.5200751135
1516,154415.07148248272
1517,159895.84099328925
1518,164249.90511288823
1519,177401.5250367174
1520,126661.3972751782
1521,133486.2493888003
1522,180984.22357179868
1523,117380.60191931734
1524,122037.00702211047
1525,115039.98901573835
1526,115874.85559728455
1527,121494.8187674467
1528,140595.2975878604
1529,132315.8035197183
1530,174557.3147023103
1531,147293.1486540369
1532,112652.61748013643
1533,148990.1539866116
1534,140226.89335285057
1535,156966.1454366649
1536,125467.10473281845
1537,100839.87245207174
1538,164423.50948456104
1539,172884.15748536165
1540,151775.45682910393
1541,144998.31403478628
1542,145744.3971870443
1543,183642.3166214148
1544,84946.16845634133
1545,111061.45508417342
1546,138232.55873395636
1547,134841.10212343317
1548,129398.41971714426
1549,114889.69134632475
1550,140906.17469399463
1551,131095.64473937053
1552,150887.03888706586
1553,138486.57425085196
1554,127950.81646930565
1555,177825.25272449033
1556,103798.52095493847
1557,135770.4730112888
1558,106837.95900152557
1559,130315.7027800591
1560,161389.73853025644
1561,170543.99551228964
1562,126251.27399952087
1563,115071.5586182108
1564,170335.88441253075
1565,156998.598143937
1566,216217.78624010822
1567,96014.91964942687
1568,174741.0812759829
1569,166359.90983495087
1570,152875.53995831005
1571,156134.18348690937
1572,153387.75839007518
1573,225698.94278675877
1574,156295.29939489637
1575,169617.16198641673
1576,179829.2685697618
1577,179094.91051348552
1578,130068.55547172664
1579,146009.6397284702
1580,197579.80463417075
1581,138387.74075523677
1582,133850.6408668598
1583,288974.6112917451
1584,219720.20331911658
1585,129202.23616366157
1586,95659.89139697835
1587,117757.11380104625
1588,140747.8477735275
1589,127106.05908759501
1590,163768.85104165034
1591,115158.36669534835
1592,161679.0400117585
1593,128857.20636632088
1594,144229.55919163852
1595,145262.80459156574
1596,228973.87428191587
1597,191961.19479519996
1598,160152.095716014
1599,152681.196673592
1600,165894.01896042627
1601,77478.27836073005
1602,153561.95308867207
1603,124567.47809343941
1604,219930.75066418076
1605,222586.76399084678
1606,168795.66498432975
1607,243984.1522742504
1608,192309.4327989565
1609,167476.24201254384
1610,140786.98929820477
1611,165759.20838079567
1612,158518.20995988694
1613,176317.73656095105
1614,129238.60177420374
1615,117639.81071669725
1616,117639.81071669725
1617,123610.36221392431
1618,128043.06973912327
1619,114900.22026506752
1620,209382.89342708746
1621,144225.52937296097
1622,140455.4976622187
1623,240262.21707003293
1624,183976.08818741265
1625,117437.66037359991
1626,177121.60726546665
1627,140206.98990596028
1628,185205.10916705808
1629,143214.77121246507
1630,273631.7833743526
1631,182796.8979943537
1632,200205.86102949735
1633,133723.33147205322
1634,151149.38245684138
1635,132166.1829658821
1636,128206.75227547588
1637,143196.49910883317
1638,165791.7136998911
1639,176180.15183080023
1640,189472.19174821224
1641,181079.80680660662
1642,154772.5036675124
1643,175358.19061407683
1644,173342.9464422286
1645,159593.38568366042
1646,135417.27252230264
1647,155685.26222925045
1648,136880.71784062244
1649,116527.93911916156
1650,111390.84511028437
1651,124499.76751573636
1652,107776.70267574585
1653,108081.1260217176
1654,141738.03283159377
1655,132622.4307506632
1656,139675.46672339563
1657,143982.22202863466
1658,138079.10406334183
1659,119103.90845106634
1660,150362.90949251296
1661,269197.17931151437
