Id,Saleprice
1461,138783.96099577012
1462,142861.81270790246
1463,145252.8945293566
1464,148295.9799341495
1465,176827.44635230556
1466,144196.40880922417
1467,133343.42561711196
1468,131990.87742187458
1469,164116.07589336028
1470,126674.01893243703
1471,168951.90711197883
1472,102695.15899869053
1473,107287.99307913943
1474,139861.24543083122
1475,123259.90893924185
1476,191063.19713822939
1477,196154.39027674473
1478,199987.65194062385
1479,197994.55304545604
1480,204843.25584758268
1481,228105.03256382837
1482,163286.86700226562
1483,137353.85425854957
1484,140834.3396932416
1485,124525.45077046973
1486,145009.89485111125
1487,220226.17079651376
1488,198014.56254484647
1489,151482.21055367315
1490,144997.0421579016
1491,154269.3374146316
1492,114814.84151020675
1493,173487.8795846944
1494,212604.55234437445
1495,210388.37813901514
1496,158822.64116674257
1497,158327.9012177938
1498,130673.97373880111
1499,130673.97373880111
1500,125774.32256094932
1501,139187.16773588673
1502,125487.75503749384
1503,176351.16434436926
1504,177499.78965994823
1505,166740.41864850008
1506,185023.29957544972
1507,179632.6602229595
1508,171395.10364863824
1509,156745.68828266743
1510,148448.4782840862
1511,141036.08637506264
1512,157940.85655845882
1513,163070.69092695258
1514,175778.00374490555
1515,192741.64617441545
1516,156083.39333468815
1517,132443.78484357282
1518,179859.32200669695
1519,177266.16708531143
1520,133369.26963703733
1521,136606.80785908594
1522,173662.36385767418
1523,123643.55707911143
1524,127293.92072261547
1525,126480.69405814174
1526,128663.16183205512
1527,132522.03207613746
1528,130200.15274065408
1529,143040.9778485638
1530,161944.43904237397
1531,140538.98150856825
1532,108347.33192155347
1533,151586.7102144814
1534,127887.62934804313
1535,145264.21505276812
1536,133430.34651580427
1537,111725.08465240519
1538,162901.93891602213
1539,184314.0812466871
1540,154005.43871164526
1541,147006.97323636347
1542,148826.05761348503
1543,164943.50333034075
1544,93673.10048608745
1545,109943.04876652603
1546,121876.03841467135
1547,126799.80756962342
1548,122808.61847965782
1549,116597.57310756962
1550,139238.91267955347
1551,122676.04094997048
1552,152596.45292392207
1553,135939.56296286927
1554,122727.49526824045
1555,159458.2724887458
1556,109273.25657958422
1557,131121.24657862575
1558,112011.89330939777
1559,144009.9687390365
1560,157328.2364815751
1561,169071.43897207474
1562,133780.44843590152
1563,126466.62225168996
1564,156841.82849104033
1565,144810.72687644447
1566,185745.40858045136
1567,113967.22142197436
1568,165575.60529141565
1569,160323.73523703872
1570,137463.41757924066
1571,150684.8306595829
1572,141457.31924895573
1573,190269.32501742727
1574,165569.94970556395
1575,157900.92559860894
1576,164726.44473595964
1577,169853.6378427369
1578,134277.31305492445
1579,146709.60073550796
1580,184372.345880261
1581,136194.97957617653
1582,141439.22068042838
1583,251663.07910379983
1584,202368.55624993847
1585,133922.9160060345
1586,108482.27009653578
1587,122188.98500010808
1588,139853.71742364974
1589,132683.03185639536
1590,146271.20119997495
1591,127843.01576383585
1592,149532.43035616836
1593,123605.54629487699
1594,170093.91009780334
1595,149598.48189101878
