Id,Saleprice
1461,132619.5
1462,154487.48
1463,156858.52
1464,165622.22
1465,188290.89
1466,137340.86
1467,145417.11
1468,142992.34
1469,167872.03
1470,125265.125
1471,179192.2
1472,99536.23
1473,104730.125
1474,166051.77
1475,143029.17
1476,207467.33
1477,214976.52
1478,202222.72
1479,178470.8
1480,271168.88
1481,264048.66
1482,169362.2
1483,152115.73
1484,161959.1
1485,115627.46
1486,158913.48
1487,262156.5
1488,201646.14
1489,162719.25
1490,142905.36
1491,161186.5
1492,107858.9
1493,195521.38
1494,226194.42
1495,225048.22
1496,163186.86
1497,174847.02
1498,131678.34
1499,131678.34
1500,127423.92
1501,140787.8
1502,115444.0
1503,185803.92
1504,206709.16
1505,168052.39
1506,159227.66
1507,189732.39
1508,179583.3
1509,162843.75
1510,166343.88
1511,147371.1
1512,162943.8
1513,162078.38
1514,179163.84
1515,246692.84
1516,150107.56
1517,141302.58
1518,179381.14
1519,202355.64
1520,141080.4
1521,148010.69
1522,179160.08
1523,123126.0
1524,138190.25
1525,135734.84
1526,133515.19
1527,120845.44
1528,143422.14
1529,156444.69
1530,173478.25
1531,120999.74
1532,81200.445
1533,157704.48
1534,141397.61
1535,165099.44
1536,144465.16
1537,92552.17
1538,172288.52
1539,192055.14
1540,135530.6
1541,155829.86
1542,168897.19
1543,185886.34
1544,83803.6
1545,105856.17
1546,117054.61
1547,121636.89
1548,111128.72
1549,109206.414
1550,142103.0
1551,117439.25
1552,127740.76
1553,118779.97
1554,112734.69
1555,175995.0
1556,108597.19
1557,118189.57
1558,115073.91
1559,128762.9
1560,153223.58
1561,164972.58
1562,155203.84
1563,131332.95
1564,173984.73
1565,147893.3
1566,215160.7
1567,107525.734
1568,196753.66
1569,170510.27
1570,149058.64
1571,139742.95
1572,171797.45
1573,210102.36
1574,178766.17
1575,187469.2
1576,165455.66
1577,188381.95
1578,143559.66
1579,154293.12
1580,199026.05
1581,144079.77
1582,151041.53
1583,300966.62
1584,229720.53
1585,149600.66
1586,110048.55
1587,124655.21
1588,154159.14
1589,128610.96
1590,158457.67
1591,125149.664
1592,153174.34
1593,118528.53
1594,154030.25
1595,124280.35
1596,233201.08
1597,210049.88
1598,161682.08
1599,160975.42
1600,177000.55
1601,84107.37
1602,139175.44
1603,106377.664
1604,201813.89
1605,250150.77
1606,173888.36
1607,234735.98
1608,198930.02
1609,178514.55
1610,143758.19
1611,158478.08
1612,170534.17
1613,165481.86
1614,139983.03
1615,90716.27
1616,90716.27
1617,104304.81
1618,149747.11
1619,137527.89
1620,232085.53
1621,148094.0
1622,161315.36
1623,236553.8
1624,181886.53
1625,131431.19
1626,178025.77
1627,160865.84
1628,210907.58
1629,135541.97
1630,246516.45
1631,209848.44
1632,211445.5
1633,114600.02
1634,151312.44
1635,126130.74
1636,137013.94
1637,171170.27
1638,189341.95
1639,170716.1
1640,238437.31
1641,171030.11
1642,188810.39
1643,222694.61
1644,190459.9
1645,177944.28
1646,137537.2
1647,168166.06
1648,152410.66
1649,129051.06
1650,127648.57
1651,135077.55
1652,99536.23
1653,99536.23
1654,143425.14
1655,164597.92
1656,162587.1
1657,154176.62
1658,149481.16
1659,147246.34
1660,144797.28
1661,304152.4
1662,246104.67
1663,245914.17
1664,273850.88
1665,175554.95
1666,212669.62
1667,200497.7
1668,172926.72
1669,186833.98
1670,173268.27
1671,175004.67
1672,248168.81
1673,216606.2
1674,201026.9
1675,141430.52
1676,139284.19
1677,156760.27
1678,248646.4
1679,221395.69
1680,193813.03
1681,164072.28
1682,190482.98
1683,155995.06
1684,138045.5
1685,125116.01
1686,151519.36
1687,115825.125
1688,157187.95
1689,162093.69
1690,145610.42
1691,131976.05
1692,194854.4
1693,122358.11
1694,144119.2
1695,124743.93
1696,200099.23
1697,128266.89
1698,269411.44
1699,267880.88
1700,208865.33
1701,231153.16
1702,213749.92
1703,197886.11
1704,200280.42
1705,175954.38
1706,262524.03
1707,171256.0
1708,176132.84
1709,192770.98
1710,189221.73
1711,188418.61
1712,198337.1
1713,177392.77
1714,184916.0
1715,167428.34
1716,164530.28
1717,145373.3
1718,118715.53
1719,155894.97
1720,200104.2
1721,159661.78
1722,115014.984
1723,148595.66
1724,187452.56
1725,196928.8
1726,146670.19
1727,155055.6
1728,150745.95
1729,136082.6
1730,152041.19
1731,145332.12
1732,148127.05
1733,146090.58
1734,142868.44
1735,135107.44
1736,134479.86
1737,260682.84
1738,180361.14
1739,201945.39
1740,148318.73
1741,139650.36
1742,140787.8
1743,148502.58
1744,163168.81
1745,175695.14
1746,199441.58
1747,215666.69
1748,187358.38
1749,151788.23
1750,153938.92
1751,212635.34
1752,120484.22
1753,186658.02
1754,203756.88
1755,143720.2
1756,122904.734
1757,130380.15
1758,152702.2
1759,167778.39
1760,157860.22
1761,167872.83
1762,178760.89
1763,180223.25
1764,127337.06
1765,171904.95
1766,167262.69
1767,203692.97
1768,134360.27
1769,186011.02
1770,146243.48
1771,147275.28
1772,143736.52
1773,143225.58
1774,201547.5
1775,138292.83
1776,130984.34
1777,119603.85
1778,133407.77
1779,115764.72
1780,171940.05
1781,147461.64
1782,107949.25
1783,137456.56
1784,100127.65
1785,121833.32
1786,151471.11
1787,174919.9
1788,65315.625
1789,110100.516
1790,103037.336
1791,225145.89
1792,152454.7
1793,138548.27
1794,138974.5
1795,149595.95
1796,100886.016
1797,138440.1
1798,130744.85
1799,114740.11
1800,121896.77
1801,144734.75
1802,172946.17
1803,168210.81
1804,129390.695
1805,134054.36
1806,137348.86
1807,146488.88
1808,133493.8
1809,112052.02
1810,140805.53
1811,113166.64
1812,103392.68
1813,120918.414
1814,114733.55
1815,90477.984
1816,96120.984
1817,109669.28
1818,134957.55
1819,110441.664
1820,67405.03
1821,124890.22
1822,150939.58
1823,81721.266
1824,116924.19
1825,129289.67
1826,99056.78
1827,142589.67
1828,140457.62
1829,130664.08
1830,157861.12
1831,159159.95
1832,142084.56
1833,172009.42
1834,119553.67
1835,163554.25
1836,167516.03
1837,106082.25
1838,132270.89
1839,110294.83
1840,144202.25
1841,156196.77
1842,109982.555
1843,148566.19
1844,128733.68
1845,160488.28
1846,156424.55
1847,178654.53
1848,85413.54
1849,136421.34
1850,148704.95
1851,150964.92
1852,129224.83
1853,139764.67
1854,149560.58
1855,142789.84
1856,175554.62
1857,133313.02
1858,142251.61
1859,128401.64
1860,154546.42
1861,125978.305
1862,223389.97
1863,223389.97
1864,223389.97
1865,214557.05
1866,232926.34
1867,216329.36
1868,274026.2
1869,185532.31
1870,204348.08
1871,196494.89
1872,137273.56
1873,204994.73
1874,144191.92
1875,197834.03
1876,175294.14
1877,210191.14
1878,188840.81
1879,144705.48
1880,152193.8
1881,213391.25
1882,240267.75
1883,196675.42
1884,217801.61
1885,201943.66
1886,219861.19
1887,181113.69
1888,219521.36
1889,138202.64
1890,154444.03
1891,144059.3
1892,145309.67
1893,131749.94
1894,176769.1
1895,177144.25
1896,137006.23
1897,122148.6
1898,108420.445
1899,154826.42
1900,139881.08
1901,153685.44
1902,166020.4
1903,226799.89
1904,145647.1
1905,173813.92
1906,169609.19
1907,207177.08
1908,110642.38
1909,113848.39
1910,110489.695
1911,174705.52
1912,329484.97
1913,173532.69
1914,81574.56
1915,181922.45
1916,92618.92
1917,238474.6
1918,140571.0
1919,170420.84
1920,183492.89
1921,330998.9
1922,218050.8
1923,208956.97
1924,208912.55
1925,230666.94
1926,287793.03
1927,140136.9
1928,187076.28
1929,127360.26
1930,130373.19
1931,145750.88
1932,145732.67
1933,155637.39
1934,165774.7
1935,127163.28
1936,166016.77
1937,157960.67
1938,152628.98
1939,202668.52
1940,188290.89
1941,158862.27
1942,159145.08
1943,180021.92
1944,228641.92
1945,216535.97
1946,144304.19
1947,184059.34
1948,124405.1
1949,181205.25
1950,172767.16
1951,263529.16
1952,171740.11
1953,146006.03
1954,201456.42
1955,138985.11
1956,237319.8
1957,159851.17
1958,228186.0
1959,176363.28
1960,123899.17
1961,130341.234
1962,99827.79
1963,99585.79
1964,130018.57
1965,160302.58
1966,165427.58
1967,202770.02
1968,247648.22
1969,212967.77
1970,280135.53
1971,284760.94
1972,240256.98
1973,189192.5
1974,207219.38
1975,275428.94
1976,199029.84
1977,223622.72
1978,253631.53
1979,214069.39
1980,154693.88
1981,171400.27
1982,179940.9
1983,179940.9
1984,157423.19
1985,172088.5
1986,177284.19
1987,157277.03
1988,134211.19
1989,148287.19
1990,181598.12
1991,152151.7
1992,180975.9
1993,133169.67
1994,207118.22
1995,166614.56
1996,220376.12
1997,206352.66
1998,254851.86
1999,214364.8
2000,232644.19
2001,200907.69
2002,166516.08
2003,218091.77
2004,216840.78
2005,182367.48
2006,195153.64
2007,194462.89
2008,153449.2
2009,149280.14
2010,161186.5
2011,115820.81
2012,148366.4
2013,143674.58
2014,154576.05
2015,164285.06
2016,151664.22
2017,166403.84
2018,143165.5
2019,155867.17
2020,126710.66
2021,135907.25
2022,167792.48
2023,171962.34
2024,212561.55
2025,298410.97
2026,162379.61
2027,114601.77
2028,144153.7
2029,155459.97
2030,192086.47
2031,175799.9
2032,199811.3
2033,190571.47
2034,143299.9
2035,174584.92
2036,192533.6
2037,192947.55
2038,240905.6
2039,180560.78
2040,246263.39
2041,166815.53
2042,165621.58
2043,163975.14
2044,158480.48
2045,190512.05
2046,174283.33
2047,147985.28
2048,142815.03
2049,179385.6
2050,182146.39
2051,111321.34
2052,150592.36
2053,149607.94
2054,81020.99
2055,153412.62
2056,136480.16
2057,138887.45
2058,219606.38
2059,143430.34
2060,181378.48
2061,174970.3
2062,137722.94
2063,122401.65
2064,159443.6
2065,138208.84
2066,176758.31
2067,135770.05
2068,178994.25
2069,103594.125
2070,108410.0
2071,104108.94
2072,151094.98
2073,135743.0
2074,180163.95
2075,154600.97
2076,128794.95
2077,150716.34
2078,136184.38
2079,137164.69
2080,138507.05
2081,144674.98
2082,161407.08
2083,163724.03
2084,125895.195
2085,143671.16
2086,122979.66
2087,151739.89
2088,113963.76
2089,106764.18
2090,120226.88
2091,138502.69
2092,145671.12
2093,129357.875
2094,115159.76
2095,134630.77
2096,98493.66
2097,111164.23
2098,155444.7
2099,74748.164
2100,119326.77
2101,156521.69
2102,126549.31
2103,111507.4
2104,165161.33
2105,119645.266
2106,92195.04
2107,183673.75
2108,134757.81
2109,148412.67
2110,127543.31
2111,157544.98
2112,134967.2
2113,134586.23
2114,116258.16
2115,162172.23
2116,146280.31
2117,167684.19
2118,125220.695
2119,103018.57
2120,91004.56
2121,99367.02
2122,95588.586
2123,103460.64
2124,200357.22
2125,171277.72
2126,170220.08
2127,178004.38
2128,135864.1
2129,137250.78
2130,136304.56
2131,213086.2
2132,170389.0
2133,155003.7
2134,137023.34
2135,135858.64
2136,102683.6
2137,140212.58
2138,156755.48
2139,162273.1
2140,147880.05
2141,125189.414
2142,129649.96
2143,145171.72
2144,154703.47
2145,147299.72
2146,163603.7
2147,187911.67
2148,157796.86
2149,150782.05
2150,193896.23
2151,122494.25
2152,169859.27
2153,165186.53
2154,116996.8
2155,136606.34
2156,179967.5
2157,165184.02
2158,194865.75
2159,192019.8
2160,141256.9
2161,223146.6
2162,371307.62
2163,244994.92
2164,200164.7
2165,180187.84
2166,149627.06
2167,197649.98
2168,178189.67
2169,190646.0
2170,204986.33
2171,159256.22
2172,160133.6
2173,185623.98
2174,242646.44
2175,253803.1
2176,228050.9
2177,233075.0
2178,211231.25
2179,147571.8
2180,214274.66
2181,182881.97
2182,212533.17
2183,201126.81
2184,145065.98
2185,128937.63
2186,170921.34
2187,160478.19
2188,147620.06
2189,204974.8
2190,114068.69
2191,115226.22
2192,110148.51
2193,124009.47
2194,132926.06
2195,143669.5
2196,119510.125
2197,164494.67
2198,150192.2
2199,156353.86
2200,105938.89
2201,134248.19
2202,168160.92
2203,161008.75
2204,201156.55
2205,140784.31
2206,143017.56
2207,207910.81
2208,248046.02
2209,235110.34
2210,108991.25
2211,147225.28
2212,148821.44
2213,117649.89
2214,156285.12
2215,131598.25
2216,177126.52
2217,109595.99
2218,120259.8
2219,109942.914
2220,85902.62
2221,186318.16
2222,181080.86
2223,255591.78
2224,210695.69
2225,169091.39
2226,183622.44
2227,183812.36
2228,214530.86
2229,215518.66
2230,141200.6
2231,203360.47
2232,179219.05
2233,176348.83
2234,198614.02
2235,191057.7
2236,222468.77
2237,294490.88
2238,213435.2
2239,119830.94
2240,161822.61
2241,170354.39
2242,150680.27
2243,150368.05
2244,102555.305
2245,93901.69
2246,149291.67
2247,102402.74
2248,125503.805
2249,127637.125
2250,143054.81
2251,146337.52
2252,179465.84
2253,108750.266
2254,126650.37
2255,161623.66
2256,152915.12
2257,173556.36
2258,158142.9
2259,156664.77
2260,131632.14
2261,179568.05
2262,175395.31
2263,240518.1
2264,330972.06
2265,159694.08
2266,205219.1
2267,261727.34
2268,258653.95
2269,161936.7
2270,144600.23
2271,183422.03
2272,185410.97
2273,145522.83
2274,151633.27
2275,160251.22
2276,188910.7
2277,188111.95
2278,178468.08
2279,140002.94
2280,126830.7
2281,150518.98
2282,151528.47
2283,104893.26
2284,130138.28
2285,152023.06
2286,128509.94
2287,171293.4
2288,191968.53
2289,292804.44
2290,278392.7
2291,206160.47
2292,270275.06
2293,291065.22
2294,283149.7
2295,251106.12
2296,225344.6
2297,187974.05
2298,174849.86
2299,272951.88
2300,221752.17
2301,179325.89
2302,189271.19
2303,204738.98
2304,208051.44
2305,139788.14
2306,139788.14
2307,143016.34
2308,189466.23
2309,167000.34
2310,175866.98
2311,155642.88
2312,136992.12
2313,127361.72
2314,147556.03
2315,127049.58
2316,125316.74
2317,158348.0
2318,130319.984
2319,139230.14
2320,162705.12
2321,191859.27
2322,151855.98
2323,145994.89
2324,113711.45
2325,165053.16
2326,114642.22
2327,174620.89
2328,186375.2
2329,161341.38
2330,162354.83
2331,308114.12
2332,271248.03
2333,243242.34
2334,212763.75
2335,220462.11
2336,260252.86
2337,175857.42
2338,193189.86
2339,180772.02
2340,223579.86
2341,155784.25
2342,190121.45
2343,167341.83
2344,203417.69
2345,206901.05
2346,181008.0
2347,178976.5
2348,194405.78
2349,146710.2
2350,200513.58
2351,164580.19
2352,194625.78
2353,175685.94
2354,115453.695
2355,121022.82
2356,135965.58
2357,181060.66
2358,153397.12
2359,126800.47
2360,129705.24
2361,148657.88
2362,214997.02
2363,143110.75
2364,149153.9
2365,181621.52
2366,159735.2
2367,191754.27
2368,149403.19
2369,196962.23
2370,141518.22
2371,150900.0
2372,176227.11
2373,219654.12
2374,262156.0
2375,171035.33
2376,224016.75
2377,265948.84
2378,142248.75
2379,210501.08
2380,139057.1
2381,154996.17
2382,191748.78
2383,178716.06
2384,211818.89
2385,133811.05
2386,131781.11
2387,138458.05
2388,127693.5
2389,128687.4
2390,143438.55
2391,141014.89
2392,128289.89
2393,174984.48
2394,143725.83
2395,205144.34
2396,157044.56
2397,180088.55
2398,141743.78
2399,79854.99
2400,64934.715
2401,132232.17
2402,130233.14
2403,188607.92
2404,147498.06
2405,166581.84
2406,146746.86
2407,137711.52
2408,143042.27
2409,135198.83
2410,186241.4
2411,129313.59
2412,160857.11
2413,148965.28
2414,143289.11
2415,191977.69
2416,146039.45
2417,140101.5
2418,145796.62
2419,168460.61
2420,131161.47
2421,153228.11
2422,136519.47
2423,143549.12
2424,193208.83
2425,195949.39
2426,154973.7
2427,114834.586
2428,180392.97
2429,128555.17
2430,122755.03
2431,148267.11
2432,140368.98
2433,147749.22
2434,149448.22
2435,158935.77
2436,106997.695
2437,122238.914
2438,123183.31
2439,126523.49
2440,139833.73
2441,100705.69
2442,106857.89
2443,117326.64
2444,124743.45
2445,85999.664
2446,126458.11
2447,195374.48
2448,136699.0
2449,115556.47
2450,163222.03
2451,127657.45
2452,178594.4
2453,102566.65
2454,122323.81
2455,117353.38
2456,135500.36
2457,125745.21
2458,108744.46
2459,119125.86
2460,141489.06
2461,126153.36
2462,142534.33
2463,127305.49
2464,183790.62
2465,126133.15
2466,135692.27
2467,148522.55
2468,115838.266
2469,113846.66
2470,192332.66
2471,223600.12
2472,183351.2
2473,133478.64
2474,116957.42
2475,224644.66
2476,134309.02
2477,142305.75
2478,184161.7
2479,154127.1
2480,160753.89
2481,136625.36
2482,141476.52
2483,133023.2
2484,141672.02
2485,140305.94
2486,181136.31
2487,193293.61
